"lat","long","mag","place","url"
-22.6445,-67.9199,4.8,"Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rfd7"
-15.2462,-72.7763,4.6,"46km W of Orcopampa, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rfec"
-25.0686,-68.8603,4.7,"167km ENE of Taltal, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rfm9"
-21.7687,-68.6096,4.7,"84km NNE of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rfsm"
-23.9432,-69.4686,4.8,"100km ESE of Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rfzr"
-20.2973,-70.8727,4.5,"76km W of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rh5p"
-20.047,-70.9617,4.5,"87km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rgu5"
-28.2461,-71.2961,4.4,"offshore Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rigu"
-28.4059,-68.9614,4.4,"83km WNW of Vinchina, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rijx"
-19.7097,-71.0365,4.3,"109km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rj6r"
-21.2459,-68.6407,4.3,"138km NNE of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rjdh"
-24.6286,-67.5047,4.5,"128km WSW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rjw6"
-21.0558,-68.7343,4.8,"157km N of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rjxc"
-31.8972,-70.4925,4.3,"47km ESE of Salamanca, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rjzm"
-32.6517,-71.622,4.4,"40km WNW of Hacienda La Calera, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rl8p"
-9.4268,-75.1789,4.9,"92km E of Tingo Maria, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rlkz"
4.0504,-71.674,4.6,"53km ESE of Puerto Gaitan, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rlph"
-28.2552,-65.8106,4.7,"7km SE of El Rodeo, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rlse"
-15.8121,-74.3832,4.4,"48km SSE of Acari, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmm8"
-19.9319,-70.9849,4.5,"93km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmma"
-8.417,-74.2069,4.4,"38km E of Pucallpa, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmp6"
-21.6109,-66.7954,4.1,"95km SW of Atocha, Bolivia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmph"
6.7806,-73.0197,4.2,"9km N of Aratoca, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmpk"
2.9495,-79.4561,4.6,"121km WNW of Mosquera, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmrd"
-30.1558,-71.3111,4.7,"22km S of Coquimbo, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rmxi"
-18.0432,-63.7566,4.6,"16km NE of Samaipata, Bolivia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rn9v"
-18.1476,-63.6072,4.2,"21km WSW of Jorochito, Bolivia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rna1"
-34.7548,-71.7425,4.8,"36km WSW of Santa Cruz, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpu3"
-24.0411,-67.0596,4.3,"77km WNW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rppb"
-16.774,-71.2241,4.7,"52km NW of Torata, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpxk"
-20.7086,-70.8056,4.4,"87km SW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqsr"
-33.9371,-71.374,4.3,"30km SSW of Melipilla, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqrw"
-15.5889,-71.3763,4.6,"8km WSW of Jayune, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rr2r"
-24.0867,-67.4938,4.3,"120km W of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rr8g"
-19.3208,-69.4683,4.0,"122km NE of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rr20"
-16.902,-71.8177,4.9,"21km NNW of Cocachacra, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rraf"
-19.7201,-69.1725,4.5,"115km ENE of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rsb8"
6.897,-73.0533,4.4,"10km S of Piedecuesta, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rshr"
-34.8573,-70.8956,4.5,"22km SE of Chimbarongo, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rsjz"
-24.0718,-69.0393,4.9,"146km ESE of Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rskf"
-19.9413,-70.1595,4.4,"30km N of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rt3l"
-24.2682,-64.9057,4.0,"5km SW of San Pedro, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rtm5"
-20.1572,-70.8684,4.8,"76km W of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru1u"
-20.1945,-70.8904,4.7,"78km W of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru22"
-24.3551,-67.9443,4.3,"161km S of San Pedro de Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru3a"
-17.4962,-63.4807,4.5,"18km SSW of Portachuelo, Bolivia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru31"
-28.0922,-70.9776,4.7,"57km NNW of Vallenar, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rur0"
-20.1312,-70.6319,4.8,"52km W of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ruwb"
-1.4714,-77.6465,4.1,"37km E of Puyo, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rv8d"
-5.6047,-80.8777,4.6,"8km SW of Sechura, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwgu"
-21.1744,-68.754,4.2,"144km N of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwq1"
-18.3513,-71.4262,4.2,"79km S of Ilo, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwsh"
-36.6247,-73.6893,4.6,"52km W of Talcahuano, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rx12"
-23.1958,-66.1502,4.5,"47km W of El Aguilar, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rx2c"
-15.2045,-72.0776,4.6,"29km ENE of Orcopampa, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rx5e"
-30.293,-72.3492,4.9,"103km WSW of Coquimbo, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxiu"
6.7617,-72.9671,4.5,"9km NE of Aratoca, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxjg"
-52.0384,-74.3755,4.7,"134km WSW of Puerto Natales, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxmj"
-22.9725,-69.9422,4.5,"88km NNE of Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxmi"
-24.0867,-66.9453,4.3,"65km WNW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxub"
-20.1158,-70.4867,4.7,"37km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ry6b"
-11.4124,-77.7267,4.0,"36km SSW of Huacho, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ry6f"
-23.5773,-63.7352,4.4,"54km SE of Embarcacion, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ry6q"
-6.6837,-76.0392,4.6,"16km SE of Chazuta, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rz13"
-15.631,-70.3851,4.3,"24km ENE of Santa Lucia, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rz17"
-23.1825,-66.6433,4.6,"97km W of El Aguilar, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rz7s"
-1.6925,-77.8443,4.8,"9km E of Palora, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rzl8"
-3.9701,-80.8433,4.5,"16km NW of Papayal, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rzq1"
-3.9385,-80.8658,4.5,"20km NW of Papayal, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rzpz"
-23.1052,-70.8917,4.0,"78km NW of Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s1k9"
-27.8305,-71.1347,4.4,"89km NNW of Vallenar, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s1na"
-31.4665,-67.7743,4.1,"52km ENE of Caucete, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s1q4"
-23.9045,-66.7457,4.9,"55km NW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s1su"
-20.34,-68.802,4.4,"140km E of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s2ub"
-21.7417,-69.366,4.8,"91km NNW of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s3bd"
-20.0992,-70.9768,4.8,"88km W of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s3bl"
10.4924,-67.4941,4.6,"25km NE of El Limon, Venezuela","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s3cc"
0.037,-78.2383,4.7,"11km W of Cayambe, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s3dc"
-20.1539,-70.3616,4.0,"24km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s3l2"
-32.2641,-69.2681,4.6,"80km NNW of Mendoza, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s3rb"
6.7768,-73.0626,4.6,"10km NNW of Aratoca, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s421"
-27.618,-70.996,4.0,"71km WSW of Copiapo, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s49q"
-20.7534,-70.6742,4.6,"80km SW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s4fd"
-20.732,-70.714,4.3,"82km SW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s4qi"
-2.7212,-77.8648,4.5,"43km SE of Sucua, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s4v5"
-21.8296,-70.2878,4.3,"30km NNW of Tocopilla, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s5li"
-20.8338,-68.9879,4.6,"138km ESE of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s5uy"
-31.187,-67.532,4.2,"61km S of San Agustin de Valle Fertil, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s60p"
-23.219,-67.1626,4.6,"113km ESE of San Pedro de Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s69i"
-14.9519,-73.8812,4.4,"13km NW of Coracora, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7bl"
-17.9545,-69.5419,4.7,"27km N of Putre, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7dz"
-33.388,-70.53,4.2,"9km NNE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s8g6"
10.3869,-63.5919,4.6,"12km SSW of Cariaco, Venezuela","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s8nw"
10.8179,-69.5124,4.8,"2km E of Churuguara, Venezuela","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s95i"
-23.453,-69.435,4.3,"100km ENE of Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s90v"
-27.8839,-66.7656,4.5,"36km SE of Belen, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s9t1"
-23.9151,-66.7029,4.4,"51km NW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s9v3"
-30.6507,-71.5363,4.9,"32km W of Ovalle, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s9la"
-14.6882,-75.1945,4.8,"17km S of Palpa, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sa6e"
-25.2311,-69.2604,4.5,"124km E of Taltal, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sa75"
-4.1763,-80.2666,4.8,"35km W of Celica, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sam5"
-27.8826,-66.8233,4.3,"33km SE of Belen, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sasu"
-28.5064,-67.8487,4.6,"44km NE of Vinchina, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sb23"
-21.1102,-68.7272,4.5,"151km N of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sb8b"
-31.309,-68.8026,4.7,"27km NNW of Zonda, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sbin"
-24.1663,-69.002,4.4,"153km ESE of Antofagasta, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sblr"
-22.0907,-67.322,4.3,"129km NE of San Pedro de Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sc1j"
-28.2512,-69.1466,4.6,"107km WNW of Vinchina, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sc8c"
6.7979,-73.0072,4.4,"11km N of Aratoca, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000scx3"
3.9461,-78.2871,4.7,"108km WSW of Santa Genoveva de Docorodo, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sd61"
-23.4783,-66.8162,4.6,"96km NNW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sdgc"
-18.8081,-70.191,4.7,"38km SSE of Arica, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sdte"
-23.2076,-66.8317,4.5,"116km W of El Aguilar, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sdwy"
-35.6626,-72.9366,4.6,"59km SW of Constitucion, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000se78"
3.0296,-79.3845,4.8,"118km WNW of Mosquera, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sefx"
-20.1086,-69.0944,4.4,"110km E of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sep1"
-35.4404,-73.3455,4.4,"85km W of Constitucion, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sepl"
-31.199,-68.462,4.0,"27km NNE of Albardon, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ser9"
-24.0317,-66.842,4.5,"57km WNW of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sfer"
-20.0175,-71.0747,4.2,"99km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sg7m"
-15.5576,-73.5032,4.2,"65km SSE of Coracora, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sgpk"
-13.8141,-71.7439,4.9,"19km SW of Urcos, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sgt1"
-21.8814,-68.6677,4.5,"70km NNE of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sgv2"
-16.6371,-67.5103,4.9,"25km S of Chulumani, Bolivia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000shln"
6.699,-72.9653,4.7,"6km E of Aratoca, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000shsx"
-22.4611,-67.4389,4.4,"94km ENE of San Pedro de Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000shu3"
4.7558,-82.5723,4.9,"South of Panama","http://earthquake.usgs.gov/earthquakes/eventpage/usb000siea"
-31.3536,-68.8303,4.6,"23km NNW of Zonda, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sige"
5.4466,-77.8265,4.5,"68km WSW of Nuqui, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sipr"
6.7285,-73.0268,4.7,"3km N of Aratoca, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sipu"
-4.3957,-76.3121,4.8,"64km NE of Barranca, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000siyl"
-31.2234,-68.3861,4.9,"27km NNE of Albardon, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sj5j"
6.1783,-77.5899,4.7,"21km WSW of Mutis, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjfh"
-24.9762,-71.1443,4.8,"81km NW of Taltal, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjhc"
-20.0598,-70.9324,4.8,"84km WNW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjig"
-34.2208,-71.0828,4.5,"23km N of San Vicente, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjjg"
3.3818,-82.7139,4.7,"South of Panama","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjxj"
3.6759,-82.6783,4.6,"South of Panama","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjyw"
-22.9013,-68.1206,4.8,"10km E of San Pedro de Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sl9k"
-21.9952,-68.7003,4.5,"57km NNE of Calama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000slee"
-15.6813,-71.5407,4.7,"8km SE of Chivay, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000slg9"
5.2433,-82.6161,4.6,"South of Panama","http://earthquake.usgs.gov/earthquakes/eventpage/usb000slgt"
-33.6504,-72.0667,4.8,"41km W of San Antonio, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000slzc"
-23.2915,-68.5639,4.5,"54km SW of San Pedro de Atacama, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000slmc"
5.3052,-77.9216,4.5,"72km WNW of Pizarro, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sm92"
-2.097,-79.1402,4.7,"32km ENE of Coronel Marcelino Mariduena, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sma2"
-14.3777,-76.1558,4.9,"52km WSW of Santiago, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snup"
-8.4866,-80.2093,4.2,"121km WSW of Santiago de Cao, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snxf"
4.8854,-75.9146,4.5,"3km WSW of La Virginia, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sny7"
-37.3647,-74.047,4.1,"44km NW of Lebu, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp2e"
-29.4809,-71.7104,4.3,"63km NW of Coquimbo, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp2n"
-15.1807,-75.8506,4.6,"79km W of Minas de Marcona, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp48"
-35.626,-71.383,4.8,"12km SE of San Clemente, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp4x"
0.5827,-77.9924,4.5,"7km WSW of El Angel, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spa1"
0.6317,-78.1349,4.4,"22km W of El Angel, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spbu"
0.5631,-77.9176,4.5,"6km SSE of El Angel, Ecuador","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spi3"
-15.2497,-72.8162,4.7,"51km W of Orcopampa, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spq1"
-28.7397,-69.1993,4.8,"96km W of Vinchina, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spx3"
-22.5961,-65.1447,4.2,"58km ENE of Abra Pampa, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sq49"
-33.9931,-72.3523,4.3,"80km WSW of San Antonio, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sq89"
-20.8441,-70.8741,4.2,"102km SW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqgh"
-34.0038,-72.3311,4.7,"79km SW of San Antonio, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqk0"
-13.4489,-76.5594,4.7,"45km SSW of San Vicente de Canete, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqkn"
-20.5836,-70.6489,4.7,"66km SW of Iquique, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqp0"
-31.7361,-69.9434,4.9,"67km SW of Calingasta, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sr09"
-24.3086,-67.0555,4.3,"75km W of San Antonio de los Cobres, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sr5w"
-16.8693,-70.7089,4.6,"27km NNE of Torata, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srap"
-22.8346,-63.6866,4.8,"29km SSE of General Enrique Mosconi, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srv1"
-19.3697,-69.2165,4.8,"134km SSE of Putre, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srwp"
-8.7413,-76.0972,4.4,"50km SE of Uchiza, Peru","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srx6"
4.8771,-76.2389,4.6,"10km S of San Jose del Palmar, Colombia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000st8z"
-22.7957,-63.7575,4.6,"22km SSE of General Enrique Mosconi, Argentina","http://earthquake.usgs.gov/earthquakes/eventpage/usc000staf"
