"lat","long","mag","place","url"
52.4576,-163.2867,3.0,"249km SE of Akutan, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11385529"
59.3108,-145.3594,3.0,"56km ESE of Middleton Island, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11386938"
59.2184,-145.3942,3.5,"58km ESE of Middleton Island, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11386946"
19.6359,-65.551,3.6,"137km NNE of Vieques, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14258005"
19.5972,-65.619,3.4,"131km N of Vieques, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14258014"
56.7625,-149.8698,3.4,"191km SE of Kodiak, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11392279"
19.555,-65.4996,3.3,"129km NNE of Vieques, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14262006"
43.6296,-127.4432,3.4,"252km WNW of Bandon, Oregon","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sgyc"
19.6944,-67.632,3.3,"144km NNW of San Antonio, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14276001"
19.1655,-66.62,3.1,"77km N of Arecibo, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14277008"
71.2962,-135.1575,3.5,"220km NNW of Tuktoyaktuk, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11417410"
19.1284,-66.8401,3.3,"71km N of Hatillo, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14298007"
58.2055,-143.1583,3.1,"211km SSW of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11429832"
-37.76,175.71,3.9,"7km NW of Matamata, New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sv75"
18.9311,-65.9822,3.0,"53km NNE of San Juan, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14311001"
44.5827,-129.5598,3.5,"Off the coast of Oregon","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svu3"
19.3694,-65.102,3.4,"115km N of Charlotte Amalie, U.S. Virgin Islands","http://earthquake.usgs.gov/earthquakes/eventpage/pr14331007"
19.2327,-66.277,3.0,"85km N of Dorado, Puerto Rico","http://earthquake.usgs.gov/earthquakes/eventpage/pr14337006"
-38.102,145.442,3.3,"11km S of Beaconsfield Upper, Australia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000t3l2"
-35.3854,-175.5756,4.6,"East of the North Island of New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qupk"
-21.1469,-178.4064,4.3,"62km SSE of Ndoi Island, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qug1"
-32.0422,57.0823,4.7,"Southwest Indian Ridge","http://earthquake.usgs.gov/earthquakes/eventpage/usb000quh2"
-19.2711,-177.6298,4.4,"189km NE of Ndoi Island, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000quad"
-5.5361,146.4665,4.7,"81km ESE of Madang, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qu9b"
-19.1194,169.6317,4.9,"61km NE of Isangel, Vanuatu","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qty5"
-17.6915,-174.8876,4.7,"142km NW of Neiafu, Tonga","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qtt2"
-20.1896,-177.6313,4.4,"122km ENE of Ndoi Island, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qw4w"
-19.1832,-177.4709,4.6,"207km NE of Ndoi Island, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qx8p"
-56.867,-24.8899,4.6,"142km E of Visokoi Island,","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qxm0"
-15.4035,-173.7676,4.7,"60km N of Hihifo, Tonga","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qy1b"
-16.2299,-172.656,4.8,"121km ESE of Hihifo, Tonga","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qzfb"
-11.4732,161.6057,4.9,"117km SSW of Kirakira, Solomon Islands","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qzny"
-17.475,-178.6977,4.5,"235km ESE of Lambasa, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r0ri"
-17.6555,-178.7237,4.5,"243km SE of Lambasa, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r0rr"
-4.5434,141.6635,4.5,"135km WSW of Ambunti, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r0u8"
-45.561,167.3252,4.3,"34km WSW of Te Anau, New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r0wn"
-16.3105,-174.6314,4.6,"102km WSW of Hihifo, Tonga","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r1wm"
18.9556,145.0559,4.4,"67km WNW of Agrihan, Northern Mariana Islands","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r226"
45.0429,-28.0061,4.6,"northern Mid-Atlantic Ridge","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r26c"
-33.48,179.2782,4.3,"284km SW of L'Esperance Rock, New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r2ds"
-7.1962,155.091,4.9,"106km SSW of Panguna, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r12e"
32.5268,141.5741,4.5,"177km ESE of Hachijo-jima, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r36i"
-0.7851,-14.2823,4.5,"North of Ascension Island","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r36t"
-20.2786,-178.1382,4.6,"71km NE of Ndoi Island, Fiji","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r3jf"
-7.1084,155.6158,4.8,"88km S of Panguna, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r45g"
18.9402,145.5327,4.6,"23km NW of Agrihan, Northern Mariana Islands","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r4cm"
-3.7765,151.3111,4.6,"106km WNW of Rabaul, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r53x"
-3.7797,151.2648,4.7,"110km WNW of Rabaul, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r53r"
-20.2409,169.643,4.8,"86km SSE of Isangel, Vanuatu","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r631"
-20.5672,-176.2406,4.7,"124km WNW of Havelu, Tonga","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r657"
-40.5183,176.9917,4.7,"78km ENE of Castlepoint, New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r6dc"
-1.6646,-105.6805,4.3,"Central East Pacific Rise","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r6e2"
-3.3402,145.9166,4.9,"208km N of Madang, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r8bz"
-56.4203,158.6688,4.8,"216km S of Macquarie Island, Australia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r8ff"
-44.6062,36.9048,4.8,"264km NNW of Marion Island, Prince Edward Islands","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r8h5"
0.4797,-25.0016,4.8,"Central Mid-Atlantic Ridge","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r9r6"
75.0115,133.6654,4.7,"Laptev Sea","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r9su"
-6.6242,146.9326,4.9,"12km NNW of Lae, Papua New Guinea","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r9ub"
-33.7384,-72.2095,4.9,"56km WSW of San Antonio, Chile","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ra0y"
81.5057,-4.9114,4.5,"210km E of Nord, Greenland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ra15"
-23.5306,-179.9987,4.7,"South of the Fiji Islands","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rabw"
-31.7332,-179.9437,4.3,"104km WSW of L'Esperance Rock, New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ral1"
-10.8165,109.8793,4.4,"South of Java, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ratt"
50.5469,159.3716,4.6,"226km ESE of Ozernovskiy, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ravh"
-17.9505,-177.9966,4.3,"Fiji region","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rb51"
14.6338,145.6355,4.9,"37km S of JP Tinian Town pre-WW2, Northern Mariana Islands","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rb5h"
-15.9346,-176.8344,4.5,"230km SE of Sigave, Wallis and Futuna","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rb6c"
-39.4917,175.1077,4.9,"48km W of Waiouru, New Zealand","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rbxj"
